SampleID	Actinomycetaceae	Aerococcus	Aeromonas	Akkermansia	Alcaligenes faecalis et rel.	Allistipes et rel.	Anaerobiospirillum	Anaerofustis	Anaerostipes caccae et rel.	Anaerotruncus colihominis et rel.	Anaerovorax odorimutans et rel.	Aneurinibacillus	Aquabacterium	Asteroleplasma et rel.	Atopobium	Bacillus	Bacteroides fragilis et rel.	Bacteroides intestinalis et rel.	Bacteroides ovatus et rel.	Bacteroides plebeius et rel.	Bacteroides splachnicus et rel.	Bacteroides stercoris et rel.	Bacteroides uniformis et rel.	Bacteroides vulgatus et rel.	Bifidobacterium	Bilophila et rel.	Brachyspira	Bryantella formatexigens et rel.	Bulleidia moorei et rel.	Burkholderia	Butyrivibrio crossotus et rel.	Campylobacter	Catenibacterium mitsuokai et rel.	Clostridium (sensu stricto)	Clostridium cellulosi et rel.	Clostridium colinum et rel.	Clostridium difficile et rel.	Clostridium felsineum et rel.	Clostridium leptum et rel.	Clostridium nexile et rel.	Clostridium orbiscindens et rel.	Clostridium ramosum et rel.	Clostridium sphenoides et rel.	Clostridium stercorarium et rel.	Clostridium symbiosum et rel.	Clostridium thermocellum et rel.	Collinsella	Coprobacillus catenaformis et rel.	Coprococcus eutactus et rel.	Corynebacterium	Desulfovibrio et rel.	Dialister	Dorea formicigenerans et rel.	Eggerthella lenta et rel.	Enterobacter aerogenes et rel.	Enterococcus	Escherichia coli et rel.	Eubacterium biforme et rel.	Eubacterium cylindroides et rel.	Eubacterium hallii et rel.	Eubacterium limosum et rel.	Eubacterium rectale et rel.	Eubacterium siraeum et rel.	Eubacterium ventriosum et rel.	Faecalibacterium prausnitzii et rel.	Fusobacteria	Gemella	Granulicatella	Haemophilus	Helicobacter	Klebisiella pneumoniae et rel.	Lachnobacillus bovis et rel.	Lachnospira pectinoschiza et rel.	Lactobacillus catenaformis et rel.	Lactobacillus gasseri et rel.	Lactobacillus plantarum et rel.	Lactobacillus salivarius et rel.	Lactococcus	Leminorella	Megamonas hypermegale et rel.	Megasphaera elsdenii et rel.	Methylobacterium	Micrococcaceae	Mitsuokella multiacida et rel.	Moraxellaceae	Novosphingobium	Oceanospirillum	Oscillospira guillermondii et rel.	Outgrouping clostridium cluster XIVa	Oxalobacter formigenes et rel.	Papillibacter cinnamivorans et rel.	Parabacteroides distasonis et rel.	Peptococcus niger et rel.	Peptostreptococcus anaerobius et rel.	Peptostreptococcus micros et rel.	Phascolarctobacterium faecium et rel.	Prevotella melaninogenica et rel.	Prevotella oralis et rel.	Prevotella ruminicola et rel.	Prevotella tannerae et rel.	Propionibacterium	Proteus et rel.	Pseudomonas	Roseburia intestinalis et rel.	Ruminococcus bromii et rel.	Ruminococcus callidus et rel.	Ruminococcus gnavus et rel.	Ruminococcus lactaris et rel.	Ruminococcus obeum et rel.	Serratia	Sporobacter termitidis et rel.	Staphylococcus	Streptococcus bovis et rel.	Streptococcus intermedius et rel.	Streptococcus mitis et rel.	Subdoligranulum variable at rel.	Sutterella wadsworthia et rel.	Tannerella et rel.	Uncultured Bacteroidetes	Uncultured Chroococcales	Uncultured Clostridium (sensu stricto)les I	Uncultured Clostridium (sensu stricto)les II	Uncultured Mollicutes	Uncultured Selenomonadaceae	Veillonella	Vibrio	Weissella et rel.	Wissella et rel.	Xanthomonadaceae	Yersinia et rel.
Sample-311	76.2063947673719	37.8603014692123	42.7702776412228	2143.11897447074	155.690514982868	1842.34098682984	39.2459510806273	52.4724400896135	16865.6771867948	634.638690417253	556.102513411081	43.7620114670389	46.8149962197974	36.9999593894408	86.561738857638	119.809557650223	1029.26635327251	117.553309531202	1531.19779670679	803.18791050305	818.865916624384	696.606024383995	1464.62639949531	24779.0712106498	36096.0187721937	143.699707060962	73.6102098486557	8317.17252156636	173.951029022333	613.519635197263	5098.95604915979	291.402583949431	126.648666548053	1018.78850073852	4315.68150199459	388.939419563553	1761.61597300197	37.0686852395234	10578.1276670805	5065.83438445325	4080.51543489579	501.00144611317	9407.75986329106	1270.85191144507	9230.99109771762	37.7277643391687	1726.85199176803	1578.58015904517	31358.5932381239	131.25764397226	197.131992757333	8982.11990040731	9858.07544113846	300.444510897125	678.301709187894	285.067976412208	849.121308677599	892.722813765417	211.259642577269	5357.42174260805	119.397913056486	4559.32247001425	174.98637544531	1752.24096571801	104484.49217033	342.740484916567	37.7874517381814	42.238489813137	76.4370677571565	184.522713899287	314.209180202144	1279.28896080537	5726.10259519893	74.1119525078168	700.867493596769	947.887515338381	110.939112358563	112.49330677586	41.6140377047507	110.000707601537	246.309640025012	37.5164691202129	37.6281487905933	113.680955138347	80.4679363374003	42.1989212231872	159.164038198416	4498.50651624095	4484.36253561536	803.738310416927	2672.36364359139	1130.09173526203	159.516648705811	38.2990913716703	184.542193067568	293.237844458595	712.585682465114	305.376407367404	94.229414415906	765.164626810433	1667.86269277428	301.025691191782	131.227472328749	1486.94193831193	11791.0038746455	10171.1846369265	7079.72228363689	403.075796249687	37895.2439304315	176.461511521154	16338.6227564077	86.2746580492417	1230.02674574606	270.876681366481	605.289735496262	22197.5161330723	473.267731851206	786.893887560771	64.8577899405182	38.1694416058994	1155.1231342682	1362.83655507357	537.036794881758	66.9896054912855	150.168472052666	190.642259273838	122.062978538841	40.4669003096983	377.556905604646	168.650090436364
Sample-312	85.433726954021	45.8554242190894	48.21182242881	3711.18506432857	173.325338689434	9193.45689886636	41.4472032431968	62.0445559795721	9270.82507797072	661.820390959272	1303.77954692555	52.312462758232	48.5548865652761	43.7652190153817	81.4789555045428	136.330824488039	753.622607530014	141.610210632108	800.462704349142	1950.06389057634	1184.83784820155	723.174583398396	3552.14050563414	26948.3654534627	54985.7741585701	166.714949104482	82.3654454279403	8325.35998536494	256.428135616014	597.047050483628	10900.9662861966	321.771607219977	125.601225705413	3304.16686464543	15745.8618091969	459.508119541275	8592.31863379429	47.7171478239667	18093.989228872	2183.80693805559	13775.9009432777	740.982863435475	12018.5085228778	1451.7191470538	10647.4126412189	41.9954673313296	271.205596631857	1030.25802222353	17663.6318728346	129.14282366648	212.824887186026	1810.04456631431	13069.1371708754	431.648341223157	841.684111468809	324.342170110791	856.233615939353	254.445592800967	504.51275036188	7969.71336670304	131.413434088843	4674.82622229384	182.168878895503	21646.6204408526	90686.8810910169	378.161101581639	41.167330925216	71.9635727484715	109.279993894418	209.872118846704	439.273911773989	1959.23515446923	2553.44156793142	87.7659517134928	570.99421754138	760.774671695807	125.534389657679	291.073596783754	47.9272951330099	121.531035523729	254.27974692277	42.137505334903	43.1691432036121	119.737194861413	96.5544046190074	49.7062836048223	170.873019373328	4462.9829084593	9060.29736800665	1025.8987588906	3786.29055773091	2501.89672102818	199.287767929096	45.1193624323436	203.749142668063	875.806015718137	836.230864741201	374.848025040691	104.624742520457	1033.08953211036	1061.07999218432	335.63348811663	85.74878529712	1608.02447756889	14945.7668180676	4620.74094928792	4509.74431595806	429.415018957202	41960.1744595737	232.779739187596	10521.2578822064	113.645522088816	3570.25167478681	283.705141903507	1532.0976330486	26946.9129235001	2825.85917672008	1626.535574721	564.604824306348	43.467982786493	1292.16025803755	1253.89340191613	619.523458269717	46.3907575662284	1028.31044005356	226.797027550473	141.203139423726	63.7947073756238	494.938862594325	202.395902681743
Sample-313	91.9049648762733	40.1803933796364	43.7683944068139	1934.69911697382	186.185285303434	8018.94333150082	39.516320907488	46.7562633322345	7891.57423573605	649.958160673998	866.141825228349	52.667201307361	47.6922046106376	38.6097442901676	85.7284813584742	122.85071432278	4216.52925204782	184.544145427416	6765.15177255772	3979.37060341519	1667.92056512275	782.289234618098	6819.02577013899	33454.6317991819	30860.6731711719	122.69910568226	76.3400943030886	5736.3587122548	262.858727244494	69.349974224715	12163.1432072897	305.50239703667	122.790652370648	1848.0153644153	21613.2013939492	2153.142450377	1747.80643082386	39.0117744474034	9632.69845161737	5775.95147845465	12763.6411683011	525.363893204706	5835.61497226865	976.870367089979	7188.00210789141	39.1021811955043	3271.33052763449	1121.86581643917	17754.802110506	120.153097961522	199.84719114778	237.887348673227	9940.05988462919	797.472650958576	583.964102669239	279.3323553746	1035.25329567034	4936.1380859903	198.808313798456	8741.18128540376	121.976151001462	5597.71059353316	176.725088148311	4801.30779580972	40304.4263551514	343.296087394941	40.1363134409282	42.2394692803733	95.6568464573963	192.355845082518	337.312782781237	7940.63007858548	4863.37149341989	75.3874731176635	479.681951458832	693.286267162379	113.886519984708	115.124025340235	42.9541473790077	113.09484878759	430.245645875423	37.4333177154664	38.9884997558943	116.173884749509	78.5465758862311	44.0989119905561	164.073828158333	8336.55748972681	3471.11730995388	1281.74455532567	7748.02191145041	3261.83335736736	167.774111829964	40.9903531506812	192.320067236271	314.573364947239	852.211620630642	527.059886126703	110.890053099807	1229.27274196821	141.637701436452	309.704686726438	80.573862295207	1412.89914119878	9097.52369923776	13192.1640979064	1313.23896810226	3214.90398551191	43026.8298473039	93.2013591127445	61450.0505474631	81.3939331453177	3452.45030681509	298.838292666666	1617.38283023546	20681.3102224376	517.606759795512	1738.90852085968	98.3506861094862	38.9400763713296	14576.3790504144	5559.81793805826	548.571244661291	36.8661405862355	219.463926405951	187.742536105268	120.580412953966	42.1008498158709	93.2541081703842	173.435346991532
Sample-314	87.5961453594112	39.80891084444	43.3355124664233	5558.86369989161	149.001497831737	6601.94323603974	37.4902059909912	58.4386784918742	16844.4742037956	1032.15966624775	1180.30532626086	48.9848015768398	44.8050060368361	37.7503166544842	84.8155727810209	121.835786231436	2513.58385559065	1314.52907991052	2202.06359898666	860.167884890683	1062.32603367349	643.204401745434	1153.31875636413	44126.9662841435	27911.8063184753	144.104636628278	73.0578908480084	8802.44672562541	214.199603997521	62.7933666800754	8747.56966701714	300.9212263843	113.760681923999	1202.33538827412	5376.74921184724	440.256116602114	1925.67589618862	39.5160525555904	1784.78937489272	4806.61706807249	17887.4143085449	569.895424315967	5353.78926109469	1333.44338127356	5880.40184810343	37.6683226691654	240.701346696088	1134.51111636069	64819.5358647681	117.592585627302	192.559356244187	221.968007898052	14843.263011273	458.987699096889	571.83746352038	285.230448213814	516.690867999919	421.753472589401	225.258580217669	5599.42243084938	124.612453379838	3854.74057025059	484.424449708214	6040.06717593855	51460.2536550326	344.0079897725	38.8599583147952	49.4612936237194	79.0341893988258	189.356111452386	267.477195266107	2691.72575512897	7009.42829286374	72.3907131781133	482.584549011663	1708.73177755321	118.25812908593	140.455085856126	53.9816302925026	109.826735989127	226.192922836761	36.9764298791947	37.7527440937433	111.874046622015	73.5990557242852	43.3866676567628	182.502817575349	16453.2779881026	9545.60842118074	374.075962524898	2807.08836971797	3808.16047826044	172.248135146008	39.2957797209961	187.179645243566	306.119097200308	688.370533491276	316.655354521701	99.8159133250268	965.283273249013	132.555966292643	300.823455942138	74.9707830836015	8308.22732534106	32532.3345738407	5429.48758340487	6779.01026964445	2803.23911247803	67296.9661802838	44.5389846071306	7015.46913614083	89.4848760029181	30070.1877069144	609.549259191636	8308.4463385208	48160.2328885775	503.696381270698	1292.36634555518	88.3707188540622	39.3127387428015	9877.38797289604	1511.18542979531	4557.27126926316	35.822270771841	219.616235779723	176.387067114808	123.720609251005	44.8100139421507	83.6795669952228	163.482586530994
Sample-315	92.0985507025455	40.0032260137657	45.5133145256894	5872.90789471714	155.308747919784	1034.49479710888	39.27454567136	79.7747830659939	9383.22654580992	706.465940607123	1316.99027271603	54.2956364591108	56.9197842458777	38.5402528793749	99.7054673669437	136.878486144601	603.53738610767	87.1584612965852	564.21101727256	664.736830766727	792.044209405884	322.64168886071	137.65088610206	2010.47690194954	11279.9071860199	121.448670425297	79.9475969791132	9145.54141123994	179.905788981896	270.646507791741	9475.11922699046	311.267724995571	97.0104223544934	1040.76455600083	24044.557375185	818.230074529548	776.207591672914	39.426435090536	17266.2390530378	15002.6481616486	38163.0328167914	259.965712754195	18912.3260637109	967.672966154639	10288.6583925446	38.8698248614575	3435.24575305058	453.355880865232	56779.1602828502	119.745160494533	206.711258017567	255.800999509422	35448.4568288607	789.107229555164	579.810129796104	315.918368908075	559.95558856306	616.65230651286	194.437875845585	12503.3323237914	134.012642340277	2968.38172681701	369.599096794822	16102.8462223646	20471.5251793804	360.509750084737	42.6630849466494	46.6884151842714	77.3032303953363	198.719929679486	299.670581340034	4729.65306990668	5457.43966938927	78.658117373377	804.328318658771	879.233606038968	118.432934208566	226.645645357476	41.8380485779353	116.276518989176	385.569602449687	39.8193855743546	39.3290557162821	463.826849669354	78.5758220410172	54.7092815335481	160.551096470131	3752.08793794921	15279.5370662627	1223.44770125055	10362.039949426	848.437989523274	312.903450687322	42.5452532602742	195.292264062786	354.422254714505	41141.3204159363	7397.07258547736	114.173899218748	269.548548598115	150.133432168656	315.05288541807	81.0271674797649	2371.81224526853	13481.9846480502	8149.10094543712	11754.6878052861	9095.89436945747	137173.326232284	72.8170681900182	13512.0912253267	83.0484492092394	80592.0429118851	2770.20014935738	19041.6474457847	5994.84398353507	578.764153565271	490.010316657539	127.664358525324	40.1033657579014	1733.11212226186	1958.04677580521	568.840692973485	37.961700264713	188.907472541602	186.906315819448	154.009260013656	44.7740312711619	144.162316103928	163.237263620206
Sample-316	79.3751078829222	45.6352410399137	40.9182385199385	5596.20006440453	155.302581349666	2011.66153518983	39.4353373103154	69.972368715095	6339.72381987244	738.566536720854	1086.19580807809	62.5990933613718	42.1065131240965	39.9653495378259	101.802478548957	136.138497327422	1838.05678777877	103.056974653279	852.565542665661	747.431595509128	966.063985339729	424.26226750446	1324.31110694479	34237.532366206	4985.10224711057	121.864212699066	78.709652123048	2766.22964636756	196.270879842264	112.486353831059	8700.26064468589	313.356885202693	84.8784829914772	1055.57268334175	11603.6001848057	658.434738717752	818.108322617969	38.5824820711723	28205.3149007082	6639.16059555719	36808.0476511977	229.522335141019	9292.46470240719	437.430824443761	6797.23955049417	39.0164345473703	2848.53435686913	268.393539044501	31726.0561559007	120.399824387453	202.380316065888	3756.17131269425	11978.8045845337	358.446697121474	484.429738164849	300.241912865278	546.693024929196	313.600729866556	205.133700008309	6039.11561381841	135.96519561252	11410.3036912836	177.359449374405	5158.37972403294	50591.8466230649	355.395779793531	42.8907442183415	66.5186190541824	76.4177717611829	194.632653222818	267.215721518758	2120.28664403898	2623.63595374673	77.2920114125238	543.478893254274	732.355268971752	152.240772736523	121.12004855097	40.9477664288165	117.340423599618	274.065182430136	40.4139887770147	39.7893819691721	118.315834540261	78.1716314008154	44.6833297697698	170.172721865435	22680.7950185616	3605.91575766253	1068.04704341532	1931.33355893434	625.302025037198	190.837266004992	51.8556085575852	198.072196642959	314.266092514205	768.760672059251	298.192366709121	94.6841009408951	1140.39688075673	173.49003440714	311.440369945437	78.516191217233	8170.86985760005	25913.4333394932	4631.1156624469	2684.85718702938	910.30669857967	72245.88800336	50.9810028010119	19561.4886300133	93.3322237597962	80499.21310065	3194.21883842218	20529.7823111715	63740.5171988796	3189.93267716646	777.064382037383	73.2573841465756	39.0898078911524	1197.79489484326	1139.70643131489	566.299887602516	57.8433158932183	264.561327458919	181.639705374792	142.667439434281	54.7952808565421	101.777936335847	160.73441047586
Sample-317	72.3004903502156	36.7715405195031	38.6323181648242	756.95634034446	146.243730183141	687.626057014756	36.3241119097251	57.9575457551867	35561.7717201601	1367.55871308829	595.142170022182	41.5797028572178	37.2375674525847	36.0708105864765	77.3176196870536	116.038674747085	563.163585916654	64.6206045682288	574.607980956907	387.20145712164	649.800648722952	354.747694140267	317.686243684416	2595.27764023499	19924.582039995	111.206613489865	71.8184312094051	3353.19668160173	153.459888048141	58.6753294287318	4773.78505885433	288.953535767243	81.5945996243845	5002.45222507727	13993.3770327779	624.255379082994	737.011746758968	39.2661189148884	962.159910349688	4226.17634337404	5136.14658784342	202.456509545765	21096.3717900578	604.570819269032	5959.34993249903	36.2461997276195	250.108926021669	261.514892238476	24392.629292618	110.476205618849	185.876606639598	328.013020556932	12955.0866336905	304.477861316194	428.841490376475	264.029619971678	485.984194397306	602.343153087973	184.161865103596	10066.1148328747	120.60867546445	1404.41013187515	221.823023848617	17531.4291238316	9579.03475839564	330.273853794791	36.4498970381831	41.2152749693925	72.0181816659033	179.968992478619	245.876521620271	2191.45726810176	6782.17516010976	74.2291046260852	475.966713665392	649.894530188461	107.265975613952	119.207726594611	36.3150734851539	108.707681678621	216.589117728035	35.184771501962	38.2422256560726	109.288551573987	71.3784564308549	39.4095172364539	148.839075990322	1256.1263525686	5554.17858160233	252.620099007518	5265.96473685212	595.197991436909	174.051506466357	38.3092203712519	179.923001910434	290.827441693915	854.973952984419	240.031542310305	84.8662081393077	249.815112940475	113.075513687462	291.387870803425	72.1805431332909	3026.77998746975	58615.6115340568	2647.346412452	2735.69711983902	1251.86541124091	105442.65024358	38.7356595885143	2682.9838415339	75.0171354600218	2087.47792453137	287.184388953189	882.081291500281	9241.47433634475	383.320689704704	380.745257089432	42.6450697784523	35.8261576710922	1406.42438287853	1090.93377288393	517.910529702734	36.7858874206608	149.277333594348	156.315042037336	117.11720705687	40.5589962004256	81.7755935375568	147.250772598832
Sample-318	91.4615626526521	39.9413774624596	40.0036616884839	1762.43479357779	174.177508997811	787.5406446594	39.5590057814853	69.7883532009803	10908.6655102143	851.407664714886	3086.26934143958	60.0555459780659	56.7958935468051	37.5598014810837	106.111435696888	146.23152802556	498.407522780203	52.1883046142115	432.16740400995	295.060080510206	688.45475857985	247.627786772074	91.128161109029	666.879975646347	46716.2110673967	125.784525090855	77.6566453709897	7091.67966089583	185.266607964997	191.543312712161	7069.27511450508	314.720954916537	2577.97876975257	1340.74280358171	66479.0074485473	681.620307614685	3135.61520546473	43.1122550347606	2254.2068777899	11934.7315839663	11579.5917800953	202.398517067201	11583.0626050027	226.092997707009	14809.0788772152	38.5584032798647	10671.9339264587	237.783992777707	97372.8170595698	194.131708022778	206.834435086483	272.967437367649	56741.5659340353	829.582992597664	613.002755920457	301.906100930823	545.230120769902	2285.64814989104	201.469098324861	11382.4906321366	174.8499497552	2965.72890401236	290.400031469877	2157.84403690317	15499.2586511376	353.520467808407	39.9683616994091	45.9801487753709	78.9095579627425	198.23780561347	295.293623857359	8817.73942243503	13888.3680409269	317.27497921466	506.133585243409	1521.89159204942	3466.93141934932	121.09738420049	41.6289629695319	117.112234371593	275.164560537999	38.1554557922005	39.6809986463038	118.569393208876	77.5932591243576	47.458411226651	158.456450729604	5711.08129865976	25089.6282910211	326.795801647368	26736.2702082276	517.857789842405	208.39973266378	44.355989383242	218.174594414081	322.406400477931	46737.9627393852	8725.13266100158	94.0140149164636	218.584713827079	202.157734936344	322.347224602475	79.0518475478787	3126.7380184987	5018.40656992886	3931.53533664904	8155.55517281325	42726.4445717782	156345.11720878	60.0508357767716	16287.8956860239	90.633530117031	5725.14014222499	595.95290765327	2079.23053586953	7200.7595193582	583.045306199986	374.505739816936	55.5171455549334	39.5844463504937	1270.54028619138	2246.28946382673	576.993521129993	39.0011867102635	153.028555652556	234.553578836891	139.393247427557	43.7445913359957	129.221047179653	170.849853088841
Sample-319	94.7926752958565	45.4628868816585	41.5693418928986	1444.45167355961	182.451422494105	882.788398338091	40.7521115853925	121.894622325487	3443.71334468379	717.705891760703	4276.13784366482	48.4178684878888	67.3660265907529	39.7400121991087	84.5047044612076	203.370160124529	731.3842613514	63.9721965229034	635.899914629264	501.26297301635	696.771552250079	346.908060593904	176.509189060268	2063.76251795839	1604.47106070837	134.109403971411	81.1090587825557	1209.17901885804	176.302931302022	1311.71387556207	2269.21320737731	325.236195890118	86.7101116663194	1100.00570101474	6146.29097567605	392.36908060308	1130.16665310795	39.8959376058741	6518.89538140804	555.312633637772	3385.90482834542	346.51267201471	2145.30476498057	230.337006105104	15977.8837386308	41.1102499781894	478.18832131269	265.590534137265	215540.285727833	127.868816278019	212.905197767965	356.967775176762	8984.44742180732	491.674764270755	621.148440760235	321.175446940824	999.463694583901	210.893281795906	1400.31917481315	8617.58950117344	11389.1467772184	677.359605390696	172.505815069537	641.332658871925	2912.61513808519	362.331070036341	40.0356468079571	90.1570059810278	87.513327621418	202.473096317338	399.986429625759	572.783169347071	1184.42260654886	84.2331385295784	656.855411668151	989.87969369099	140.044365857038	124.792844411898	42.8623522766035	123.415520848595	247.137329355765	39.7941331856536	43.1316416226634	129.595269161037	88.3638822772752	43.9801634851031	163.310589816393	3432.13695930123	1568.37969255705	794.003778180784	483.009743872651	1483.91941798218	169.776980716544	58.4746635650548	203.522647375241	629.128255392544	3841.71115531342	804.393308096577	87.6049507038757	238.040366507231	362.776295666214	327.219827208344	93.9178741307767	305.458402488032	212.531948142381	1952.45253065641	16852.2124067772	376.363562897953	88901.3494447108	400.246949510806	2508.53789037775	92.6593033920321	2758.70950483026	1014.05737097492	3602.46312265509	17500.6927971916	563.950235350674	596.133751993448	63.632824815077	39.2680414606824	1240.80286207498	1124.90047775366	585.733064652906	40.861854185703	159.015750618064	232.648240866147	246.459981040518	47.2792154331767	493.089799373329	185.299920120256
Sample-320	118.041778539762	38.4797863169724	39.4907862155123	1168.21264495054	148.316507904621	635.200363827233	38.3841390162001	62.3501381340257	5822.52559676927	846.038088370343	2898.7653645616	56.8173075386299	42.4054575951971	36.1283412891853	98.7036928550054	129.802925975143	450.123692351236	45.8200710900566	382.755286444619	302.91913961352	626.240124192856	249.777756514254	150.759476038184	622.662914109649	4470.45463036216	119.017894841231	75.9855516543331	4376.56888326486	185.86764205369	125.860488318472	8925.14605078779	297.973770940959	93.1736495766472	1058.96836207422	12517.4168330132	739.05561812808	733.862896824403	38.0908668665137	2257.29946246962	18767.6284668607	11033.9269814184	238.381166552682	6992.08358875391	406.891246236859	7665.40835872623	37.6592139029086	6262.18344432317	365.451993680566	27314.5670735849	115.006644925222	193.425196114103	227.429720894451	35873.4538852019	844.471426413226	656.969357597216	278.795245314487	524.172998723235	1772.92425306779	191.992340666018	10113.9783056462	137.463272923621	1093.85651849974	182.153348622747	5554.29871674339	11543.5014216063	337.377525524468	42.7745444705439	43.4545726176703	75.094291416264	188.297684395284	272.860701474095	3612.88942090912	9376.23201555158	75.8905191176824	478.206466156522	784.590291821656	132.190796146648	112.708070686669	37.9539356925272	111.911478754351	254.437913711831	37.3398483444318	39.8641900242812	116.490383292326	74.0831018315957	41.1645756136716	151.08961793752	4429.14510125494	27501.5996919665	309.026286853618	5458.02722892352	444.075456856528	250.321607424967	39.4411260816447	189.346930530349	309.468328210245	762.038853770307	236.493402931604	78.3985650340709	167.248933239193	131.09125260134	301.47081931326	79.0262899438729	1413.03127353613	3799.47352033825	12608.3940700565	33311.8509983203	14511.3441184406	131762.537268263	54.0528855857799	3686.37857419894	79.6264598554929	18850.8245467693	767.461229441215	6149.92852462231	6106.23288496978	428.205932901893	356.648011906841	44.3058744456828	37.6881718924064	3644.61420260014	2138.1719073822	554.582777683831	36.6061734941004	151.946380727088	182.245932981068	122.957821402252	38.9064505633988	101.114070464471	154.781444969592
Sample-321	98.801859078254	48.4291478480467	46.0036985454953	2519.94968527967	182.618778151792	917.434737949149	46.2957923039836	85.8187840993038	9437.20530836788	1035.56469653172	2307.69622202522	73.0640104922936	48.5852580197944	44.2815373949613	129.267316016086	171.797199289508	664.662426652013	56.9501220841875	609.386795664942	373.085518561466	807.913913442664	301.166054507396	144.302101782318	2130.3031448915	37786.551872296	161.691679255283	93.3233999806355	7241.82728533024	209.913083653806	153.642665193614	5382.68266986761	366.91632822424	94.5101547822472	1566.41383726276	14170.778830992	637.268674687238	1173.62764567196	47.9595073037337	2450.43239175088	4193.70928562393	41989.8406170006	257.296744967447	11880.5742183024	501.255792575244	7789.70561111662	46.878829190085	4684.82470838963	236.162702193358	73825.7454212571	142.973612079551	235.779928404747	337.900702000903	21445.8588219395	402.522055234995	642.008273436504	362.379984100077	656.523149793545	2011.77680625252	237.860916467251	4688.61565210131	329.949531601986	3121.73843084571	227.271457441524	25273.5903832565	17836.8648502845	412.823598444146	53.5696067065247	70.618814964289	92.7362956247656	236.400866813768	320.791418331747	1831.52406682286	17943.5896817646	97.4474515635404	608.975002079799	2589.61904671484	6696.55438703601	155.993749306536	48.1203572197942	135.784940668843	289.156376391918	46.2019185306087	47.2575205701335	664.958042886958	92.2299372716159	66.6358174034944	188.385878287746	7684.29296161834	20080.0398125398	376.941774883465	3138.72733927223	890.509791987554	218.063496182762	49.3750089023507	233.277800732909	1165.61457808194	3130.20360933186	752.000022572004	95.463034510607	212.143529059848	160.827812644883	368.535328996159	98.2950926889419	2339.8243019994	5558.12136003095	4839.15541002166	2850.50890474244	2124.70901461506	143076.946304093	74.9356442197808	4237.40296565423	100.598907106686	101847.284938901	2626.87810552367	26960.2512786881	39766.4639706781	546.231521841768	470.151530741417	57.1008156008342	46.1274826266871	1433.97477111717	1389.40728037541	669.324863163487	45.2920908371633	187.6181506647	241.142717204154	218.325753463696	48.5637468189876	135.387743141062	193.090717264496
Sample-322	177.704596626989	49.5167228372893	55.8823980256007	8881.68962225724	197.136349286128	1443.93216814207	50.138787671311	86.4988496821311	6152.57677446966	1577.83676839886	5187.84515394146	75.2111409736602	58.8177062866784	46.5013756161587	147.107951221307	171.273786731865	724.118676614116	62.3125237014222	711.356485949201	402.464707415843	882.606492918114	317.464239513307	193.194214028132	1663.02940234676	25505.7600397155	164.34196845295	97.9672047442826	8515.10069815608	222.736726328123	483.256195950398	7776.85253621795	385.183261013672	116.516590595883	5094.04383428218	25980.1204532051	818.228276924788	4502.83033219509	49.0448897221765	52053.4453240811	2349.95831966405	71132.0996101081	331.366907728903	8029.23907091453	1370.89840293694	16432.5876288391	50.7933146765488	27731.3864474507	486.285532278625	85264.0467154999	156.164856320233	247.333864238568	3039.66456713278	10013.9945390713	3516.7593313123	707.77427269112	360.934333064278	1023.31538588658	1657.28397043493	260.922764560551	14442.2509724631	185.164398833486	1440.52120097568	246.205654888559	2375.43666475668	8991.72877170492	422.118627704624	49.606120659534	59.4834642230057	99.2445088064564	246.896663016769	410.506829124108	1586.94737483304	13002.6692864344	107.090539074327	651.586431898188	964.832261656289	164.81280960264	148.384774299735	52.0339243534204	142.152493755196	285.221603985844	50.6320114465637	52.0209069615779	155.395756492128	96.5089259073425	73.619518249763	196.905070847973	155812.886719473	9632.75078671036	1840.28691663305	2112.04363216796	905.926384218818	383.629449800185	77.8668997909855	250.780992731608	406.641392843768	972.901786000412	319.174430233731	100.178453483122	234.779681657962	240.61702990799	400.446630946934	99.9484866188154	1466.39272673082	22292.693316964	3721.19845193052	6841.3991968403	1052.07536291053	52844.6998218394	180.684743892431	37540.6686621211	137.433526158452	32575.7128920631	13925.6319894608	15422.4892973383	130782.793116506	557.147144502046	744.600612867802	64.0028416368212	158.498279368303	5400.9886247476	40032.3344464595	758.005304414945	58.9391075460963	213.551276202757	392.712238513968	364.957003911021	60.2096978946151	286.527476525468	200.85734420285
