Scientific_name,English_name,TipLabel,Female_plumage_score,Male_plumage_score
Synallaxis albescens,Pale-breasted Spinetail,Synallaxis_albescens,47.08333333,46.66666667
Synallaxis albigularis,Dark-breasted Spinetail,Synallaxis_albigularis,50.13888889,47.36111111
Synallaxis albilora,White-lored Spinetail,Synallaxis_albilora,46.94444444,42.5
Synallaxis azarae,Azara's Spinetail,Synallaxis_azarae,47.63888889,47.77777778
Synallaxis brachyura,Slaty Spinetail,Synallaxis_brachyura,45.41666667,45.13888889
Synallaxis cabanisi,Cabanis's Spinetail,Synallaxis_cabanisi,45.69444444,43.88888889
Synallaxis candei,White-whiskered Spinetail,Synallaxis_candei,54.02777778,54.58333333
Synallaxis castanea,Black-throated Spinetail,Synallaxis_castanea,47.08333333,49.02777778
Synallaxis cherriei,Chestnut-throated Spinetail,Synallaxis_cherriei,40.41666667,40.13888889
Synallaxis cinerascens,Grey-bellied Spinetail,Synallaxis_cinerascens,50.41666667,48.19444444
Synallaxis cinnamomea,Stripe-breasted Spinetail,Synallaxis_cinnamomea,40.97222222,38.05555556
Synallaxis courseni,Apurimac Spinetail,Synallaxis_courseni,44.16666667,44.58333333
Synallaxis erythrothorax,Rufous-breasted Spinetail,Synallaxis_erythrothorax,46.66666667,42.91666667
Synallaxis frontalis,Sooty-fronted Spinetail,Synallaxis_frontalis,44.30555556,42.91666667
Synallaxis fuscorufa,Rusty-headed Spinetail,Synallaxis_fuscorufa,43.47222222,42.36111111
Synallaxis gujanensis,Plain-crowned Spinetail,Synallaxis_gujanensis,48.19444444,50.27777778
Synallaxis hypospodia,Cinereous-breasted Spinetail,Synallaxis_hypospodia,46.25,44.58333333
Synallaxis infuscata,Pinto's Spinetail,Synallaxis_infuscata,48.88888889,47.22222222
Synallaxis kollari,Hoary-throated Spinetail,Synallaxis_kollari,44.72222222,45
Synallaxis macconnelli,MacConnell's Spinetail,Synallaxis_macconnelli,44.58333333,45.55555556
Synallaxis maranonica,Maranon Spinetail,Synallaxis_maranonica,45.83333333,43.47222222
Synallaxis moesta,Dusky Spinetail,Synallaxis_moesta,55.13888889,53.61111111
Synallaxis propinqua,White-bellied Spinetail,Synallaxis_propinqua,45.97222222,45.55555556
Synallaxis ruficapilla,Rufous-capped Spinetail,Synallaxis_ruficapilla,51.80555556,49.58333333
Synallaxis rutilans,Ruddy Spinetail,Synallaxis_rutilans,47.22222222,46.25
Synallaxis scutata,Ochre-cheeked Spinetail,Synallaxis_scutata,45.83333333,47.08333333
Synallaxis spixi,Spix's Spinetail,Synallaxis_spixi,47.22222222,43.61111111
Synallaxis stictothorax,Necklaced Spinetail,Synallaxis_stictothorax,46.38888889,41.52777778
Synallaxis subpudica,Silvery-throated Spinetail,Synallaxis_subpudica,46.94444444,47.77777778
Synallaxis tithys,Blackish-headed Spinetail,Synallaxis_tithys,52.22222222,54.86111111
Synallaxis unirufa,Rufous Spinetail,Synallaxis_unirufa,41.94444444,41.25
Synallaxis whitneyi,Bahia Spinetail,Synallaxis_whitneyi,45.55555556,45.69444444
Synallaxis zimmeri,Russet-bellied Spinetail,Synallaxis_zimmeri,44.16666667,40
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,Syndactyla_dimidiata,47.5,45.69444444
Syndactyla guttulata,Guttulate Foliage-gleaner,Syndactyla_guttulata,45.13888889,42.63888889
Syndactyla roraimae,White-throated Foliage-gleaner,Syndactyla_roraimae,46.38888889,42.63888889
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,Syndactyla_ruficollis,45.55555556,44.86111111
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,Syndactyla_rufosuperciliata,43.61111111,45
Syndactyla subalaris,Lineated Foliage-gleaner,Syndactyla_subalaris,38.47222222,39.86111111
Tachuris rubrigastra,Many-coloured Rush-tyrant,Tachuris_rubrigastra,50.97222222,56.80555556
Tachycineta albilinea,Mangrove Swallow,Tachycineta_albilinea,54.02777778,54.30555556
Tachycineta albiventer,White-winged Swallow,Tachycineta_albiventer,53.61111111,50.97222222
Tachycineta bicolor,Tree Swallow,Tachycineta_bicolor,55.27777778,59.02777778
Tachycineta cyaneoviridis,Bahama Swallow,Tachycineta_cyaneoviridis,53.33333333,54.30555556
Tachycineta euchrysea,Golden Swallow,Tachycineta_euchrysea,48.47222222,52.08333333
Tachycineta leucorrhoa,White-rumped Swallow,Tachycineta_leucorrhoa,58.33333333,58.75
Tachycineta meyeni,Chilean Swallow,Tachycineta_meyeni,52.91666667,50.41666667
Tachycineta stolzmanni,Tumbes Swallow,Tachycineta_stolzmanni,52.91666667,49.30555556
Tachycineta thalassina,Violet-green Swallow,Tachycineta_thalassina,50.55555556,45.55555556
Tachyphonus coronatus,Ruby-crowned Tanager,Tachyphonus_coronatus,38.05555556,60.83333333
Tachyphonus cristatus,Flame-crested Tanager,Tachyphonus_cristatus,43.33333333,64.44444444
Tachyphonus delatrii,Tawny-crested Tanager,Tachyphonus_delatrii,41.80555556,68.88888889
Tachyphonus luctuosus,White-shouldered Tanager,Tachyphonus_luctuosus,44.72222222,65
Tachyphonus phoenicius,Red-shouldered Tanager,Tachyphonus_phoenicius,48.19444444,62.77777778
Tachyphonus rufiventer,Yellow-crested Tanager,Tachyphonus_rufiventer,42.5,56.25
Tachyphonus rufus,White-lined Tanager,Tachyphonus_rufus,39.86111111,65.13888889
Tachyphonus surinamus,Fulvous-crested Tanager,Tachyphonus_surinamus,41.52777778,65
Taeniopygia bichenovii,Double-barred Finch,Taeniopygia_bichenovii,57.5,50.97222222
Taeniopygia guttata,Zebra Finch,Taeniopygia_guttata,47.5,50.83333333
Taeniotriccus andrei,Black-chested Tyrant,Taeniotriccus_andrei,44.16666667,48.47222222
Tangara argyrofenges,Straw-backed Tanager,Tangara_argyrofenges,41.94444444,52.5
Tangara arthus,Golden Tanager,Tangara_arthus,53.19444444,55.41666667
Tangara cabanisi,Azure-rumped Tanager,Tangara_cabanisi,53.05555556,51.80555556
Tangara callophrys,Opal-crowned Tanager,Tangara_callophrys,62.08333333,60.83333333
Tangara cayana,Burnished-buff Tanager,Tangara_cayana,53.19444444,58.75
Tangara chilensis,Paradise Tanager,Tangara_chilensis,64.58333333,63.33333333
Tangara chrysotis,Golden-eared Tanager,Tangara_chrysotis,51.66666667,52.08333333
Tangara cucullata,Lesser Antillean Tanager,Tangara_cucullata,45,50
Tangara cyanicollis,Blue-necked Tanager,Tangara_cyanicollis,55.55555556,59.86111111
Tangara cyanocephala,Red-necked Tanager,Tangara_cyanocephala,60.55555556,63.75
Tangara cyanoptera,Black-headed Tanager,Tangara_cyanoptera,35.55555556,50.27777778
Tangara cyanotis,Blue-browed Tanager,Tangara_cyanotis,53.88888889,52.63888889
Tangara cyanoventris,Gilt-edged Tanager,Tangara_cyanoventris,50.97222222,59.02777778
Tangara desmaresti,Brassy-breasted Tanager,Tangara_desmaresti,48.05555556,48.47222222
Tangara dowii,Spangle-cheeked Tanager,Tangara_dowii,52.36111111,53.88888889
Tangara fastuosa,Seven-coloured Tanager,Tangara_fastuosa,62.08333333,62.22222222
Tangara florida,Emerald Tanager,Tangara_florida,37.5,45.83333333
Tangara fucosa,Green-naped Tanager,Tangara_fucosa,50.69444444,51.25
Tangara guttata,Speckled Tanager,Tangara_guttata,48.47222222,43.19444444
Tangara gyrola,Bay-headed Tanager,Tangara_gyrola,54.30555556,51.38888889
Tangara heinei,Black-capped Tanager,Tangara_heinei,37.5,52.77777778
Tangara icterocephala,Silver-throated Tanager,Tangara_icterocephala,50.55555556,54.02777778
Tangara inornata,Plain-coloured Tanager,Tangara_inornata,49.16666667,48.05555556
Tangara johannae,Blue-whiskered Tanager,Tangara_johannae,52.77777778,50.55555556
Tangara labradorides,Metallic-green Tanager,Tangara_labradorides,53.33333333,53.47222222
Tangara larvata,Golden-hooded Tanager,Tangara_larvata,54.02777778,52.08333333
Tangara lavinia,Rufous-winged Tanager,Tangara_lavinia,42.22222222,55.27777778
Tangara mexicana,Turquoise Tanager,Tangara_mexicana,60.13888889,60.83333333
Tangara meyerdeschauenseei,Green-capped Tanager,Tangara_meyerdeschauenseei,48.61111111,46.94444444
Tangara nigrocincta,Masked Tanager,Tangara_nigrocincta,55.97222222,54.86111111
Tangara nigroviridis,Beryl-spangled Tanager,Tangara_nigroviridis,46.80555556,47.63888889
Tangara palmeri,Grey-and-gold Tanager,Tangara_palmeri,46.25,49.44444444
Tangara parzudakii,Flame-faced Tanager,Tangara_parzudakii,57.91666667,59.02777778
Tangara peruviana,Black-backed Tanager,Tangara_peruviana,43.19444444,54.30555556
Tangara phillipsi,Sira Tanager,Tangara_phillipsi,40.83333333,53.05555556
Tangara preciosa,Chestnut-backed Tanager,Tangara_preciosa,53.33333333,50.27777778
Tangara punctata,Spotted Tanager,Tangara_punctata,45.69444444,46.80555556
Tangara ruficervix,Golden-naped Tanager,Tangara_ruficervix,57.5,59.16666667
Tangara rufigenis,Rufous-cheeked Tanager,Tangara_rufigenis,52.91666667,52.5
Tangara rufigula,Rufous-throated Tanager,Tangara_rufigula,49.58333333,50.41666667
Tangara schrankii,Green-and-gold Tanager,Tangara_schrankii,44.16666667,46.80555556
Tangara seledon,Green-headed Tanager,Tangara_seledon,53.05555556,57.91666667
Tangara varia,Dotted Tanager,Tangara_varia,37.5,40.69444444
Tangara vassorii,Blue-and-black Tanager,Tangara_vassorii,67.77777778,66.11111111
Tangara velia,Opal-rumped Tanager,Tangara_velia,64.44444444,64.44444444
Tangara viridicollis,Silver-backed Tanager,Tangara_viridicollis,37.22222222,57.08333333
Tangara vitriolina,Scrub Tanager,Tangara_vitriolina,50.83333333,54.16666667
Tangara xanthocephala,Saffron-crowned Tanager,Tangara_xanthocephala,58.33333333,59.86111111
Tangara xanthogastra,Yellow-bellied Tanager,Tangara_xanthogastra,43.33333333,41.66666667
Taraba major,Great Antshrike,Taraba_major,46.25,60.97222222
Tarphonomus certhioides,Chaco Earthcreeper,Tarphonomus_certhioides,45.41666667,43.33333333
Tarphonomus harterti,Bolivian Earthcreeper,Tarphonomus_harterti,49.86111111,48.19444444
Tarsiger chrysaeus,Golden Bush-robin,Tarsiger_chrysaeus,43.75,51.94444444
Tarsiger cyanurus,Orange-flanked Bush-robin,Tarsiger_cyanurus,41.52777778,56.66666667
Tarsiger hyperythrus,Rufous-breasted Bush-robin,Tarsiger_hyperythrus,42.36111111,60.13888889
Tarsiger indicus,White-browed Bush-robin,Tarsiger_indicus,45.97222222,54.58333333
Tarsiger johnstoniae,Collared Bush-robin,Tarsiger_johnstoniae,42.08333333,54.44444444
Tchagra australis,Brown-crowned Tchagra,Tchagra_australis,41.52777778,41.38888889
Tchagra jamesi,Three-streaked Tchagra,Tchagra_jamesi,46.11111111,46.66666667
Tchagra minutus,Marsh Tchagra,Tchagra_minutus,45.83333333,53.05555556
Tchagra senegalus,Black-crowned Tchagra,Tchagra_senegalus,50.55555556,52.63888889
Tchagra tchagra,Southern Tchagra,Tchagra_tchagra,47.77777778,45.13888889
Teledromas fuscus,Sandy Gallito,Teledromas_fuscus,49.02777778,47.22222222
Telespiza cantans,Laysan Finch,Telespiza_cantans,51.11111111,56.80555556
Telespiza ultima,Nihoa Finch,Telespiza_ultima,47.08333333,60.55555556
Telophorus bocagei,Grey-green Bush-shrike,Telophorus_bocagei,52.22222222,51.52777778
Telophorus dohertyi,Doherty's Bush-shrike,Telophorus_dohertyi,54.02777778,53.61111111
Telophorus kupeensis,Mount Kupe Bush-shrike,Telophorus_kupeensis,56.11111111,53.61111111
Telophorus multicolor,Many-coloured Bush-shrike,Telophorus_multicolor,50.55555556,56.52777778
Telophorus nigrifrons,Black-fronted Bush-shrike,Telophorus_nigrifrons,56.94444444,55.69444444
Telophorus olivaceus,Olive Bush-shrike,Telophorus_olivaceus,43.61111111,44.58333333
Telophorus sulfureopectus,Sulphur-breasted Bush-shrike,Telophorus_sulfureopectus,48.75,51.25
Telophorus viridis,Perrin's Bush-shrike,Telophorus_viridis,50.55555556,53.61111111
Telophorus zeylonus,Bokmakierie Bush-shrike,Telophorus_zeylonus,48.75,48.47222222
Temnurus temnurus,Ratchet-tailed Treepie,Temnurus_temnurus,63.61111111,65
Tephrodornis gularis,Large Woodshrike,Tephrodornis_gularis,50.69444444,49.30555556
Tephrodornis pondicerianus,Common Woodshrike,Tephrodornis_pondicerianus,40.41666667,41.66666667
Tephrozosterops stalkeri,Bicoloured White-eye,Tephrozosterops_stalkeri,52.22222222,50
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,Terenotriccus_erythrurus,43.05555556,43.75
Terenura callinota,Rufous-rumped Antwren,Terenura_callinota,41.38888889,48.05555556
Terenura humeralis,Chestnut-shouldered Antwren,Terenura_humeralis,39.58333333,53.05555556
Terenura maculata,Streak-capped Antwren,Terenura_maculata,40.41666667,42.36111111
Terenura sharpei,Yellow-rumped Antwren,Terenura_sharpei,42.91666667,51.52777778
Terenura sicki,Orange-bellied Antwren,Terenura_sicki,44.44444444,49.44444444
Terenura spodioptila,Ash-winged Antwren,Terenura_spodioptila,41.25,54.02777778
Teretistris fernandinae,Yellow-headed Warbler,Teretistris_fernandinae,46.66666667,46.94444444
Teretistris fornsi,Oriente Warbler,Teretistris_fornsi,45.55555556,47.22222222
Terpsiphone atrocaudata,Japanese Paradise-flycatcher,Terpsiphone_atrocaudata,54.16666667,60.83333333
Terpsiphone atrochalybeia,Sao Tome Paradise-flycatcher,Terpsiphone_atrochalybeia,53.47222222,64.44444444
Terpsiphone bedfordi,Bedford's Paradise-flycatcher,Terpsiphone_bedfordi,58.05555556,63.05555556
Terpsiphone bourbonnensis,Mascarene Paradise-flycatcher,Terpsiphone_bourbonnensis,53.61111111,55.13888889
Terpsiphone cinnamomea,Rufous Paradise-flycatcher,Terpsiphone_cinnamomea,50.83333333,47.77777778
Terpsiphone corvina,Seychelles Paradise-flycatcher,Terpsiphone_corvina,58.19444444,65.13888889
Terpsiphone cyanescens,Blue Paradise-flycatcher,Terpsiphone_cyanescens,60.69444444,64.16666667
Terpsiphone mutata,Madagascar Paradise-flycatcher,Terpsiphone_mutata,48.75,48.47222222
Terpsiphone paradisi,Asian Paradise-flycatcher,Terpsiphone_paradisi,53.61111111,57.91666667
Terpsiphone rufiventer,Black-headed Paradise-flycatcher,Terpsiphone_rufiventer,58.33333333,59.30555556
Terpsiphone rufocinerea,Rufous-vented Paradise-flycatcher,Terpsiphone_rufocinerea,56.94444444,60.13888889
Terpsiphone viridis,African Paradise-flycatcher,Terpsiphone_viridis,58.47222222,64.02777778
Tersina viridis,Swallow Tanager,Tersina_viridis,39.30555556,56.25
Tesia castaneocoronata,Chestnut-headed Tesia,Tesia_castaneocoronata,45.69444444,47.08333333
Tesia cyaniventer,Grey-bellied Tesia,Tesia_cyaniventer,44.86111111,46.80555556
Tesia everetti,Russet-capped Tesia,Tesia_everetti,41.66666667,44.30555556
Tesia olivea,Slaty-bellied Tesia,Tesia_olivea,46.66666667,44.02777778
Tesia superciliaris,Javan Tesia,Tesia_superciliaris,49.86111111,50.55555556
Thamnistes anabatinus,Russet Antshrike,Thamnistes_anabatinus,41.66666667,43.88888889
Thamnomanes ardesiacus,Dusky-throated Antshrike,Thamnomanes_ardesiacus,38.61111111,46.52777778
Thamnomanes caesius,Cinereous Antshrike,Thamnomanes_caesius,41.94444444,48.61111111
Thamnomanes saturninus,Saturnine Antshrike,Thamnomanes_saturninus,38.88888889,55.97222222
Thamnomanes schistogynus,Bluish-slate Antshrike,Thamnomanes_schistogynus,50.27777778,53.19444444
Thamnophilus aethiops,White-shouldered Antshrike,Thamnophilus_aethiops,51.38888889,54.58333333
Thamnophilus amazonicus,Amazonian Antshrike,Thamnophilus_amazonicus,46.66666667,59.16666667
Thamnophilus ambiguus,Sooretama Slaty-antshrike,Thamnophilus_ambiguus,43.19444444,47.5
Thamnophilus aroyae,Upland Antshrike,Thamnophilus_aroyae,41.80555556,54.44444444
Thamnophilus atrinucha,Western Slaty-antshrike,Thamnophilus_atrinucha,39.30555556,51.25
Thamnophilus bridgesi,Black-hooded Antshrike,Thamnophilus_bridgesi,48.88888889,65.83333333
Thamnophilus caerulescens,Variable Antshrike,Thamnophilus_caerulescens,40.97222222,52.08333333
Thamnophilus cryptoleucus,Castelnau's Antshrike,Thamnophilus_cryptoleucus,67.5,68.88888889
Thamnophilus doliatus,Barred Antshrike,Thamnophilus_doliatus,41.25,50.41666667
Thamnophilus insignis,Streak-backed Antshrike,Thamnophilus_insignis,45.41666667,47.08333333
Thamnophilus multistriatus,Bar-crested Antshrike,Thamnophilus_multistriatus,46.38888889,52.5
Thamnophilus murinus,Mouse-coloured Antshrike,Thamnophilus_murinus,41.11111111,50.55555556
Thamnophilus nigriceps,Black Antshrike,Thamnophilus_nigriceps,47.77777778,67.36111111
Thamnophilus nigrocinereus,Blackish-grey Antshrike,Thamnophilus_nigrocinereus,50.97222222,63.05555556
Thamnophilus palliatus,Chestnut-backed Antshrike,Thamnophilus_palliatus,49.58333333,52.5
Thamnophilus pelzelni,Planalto Slaty-antshrike,Thamnophilus_pelzelni,43.05555556,54.02777778
Thamnophilus praecox,Cocha Antshrike,Thamnophilus_praecox,57.22222222,63.75
Thamnophilus punctatus,Northern Slaty-antshrike,Thamnophilus_punctatus,43.05555556,56.38888889
Thamnophilus ruficapillus,Rufous-capped Antshrike,Thamnophilus_ruficapillus,41.25,42.08333333
Thamnophilus schistaceus,Plain-winged Antshrike,Thamnophilus_schistaceus,44.44444444,63.05555556
Thamnophilus stictocephalus,Natterer's Slaty-antshrike,Thamnophilus_stictocephalus,42.08333333,55.41666667
Thamnophilus sticturus,Bolivian Slaty-antshrike,Thamnophilus_sticturus,43.47222222,51.80555556
Thamnophilus tenuepunctatus,Lined Antshrike,Thamnophilus_tenuepunctatus,50.69444444,59.16666667
Thamnophilus torquatus,Rufous-winged Antshrike,Thamnophilus_torquatus,42.91666667,51.66666667
Thamnophilus unicolor,Uniform Antshrike,Thamnophilus_unicolor,48.05555556,65.13888889
Thamnophilus zarumae,Chapman's Antshrike,Thamnophilus_zarumae,42.36111111,55.55555556
Thamnornis chloropetoides,Thamnornis Warbler,Thamnornis_chloropetoides,41.66666667,43.47222222
Thescelocichla leucopleura,Swamp Greenbul,Thescelocichla_leucopleura,46.11111111,44.86111111
Thlypopsis fulviceps,Fulvous-headed Tanager,Thlypopsis_fulviceps,53.33333333,55
Thlypopsis inornata,Buff-bellied Tanager,Thlypopsis_inornata,43.05555556,45.13888889
Thlypopsis ornata,Rufous-chested Tanager,Thlypopsis_ornata,59.16666667,56.38888889
Thlypopsis pectoralis,Brown-flanked Tanager,Thlypopsis_pectoralis,53.75,52.5
Thlypopsis ruficeps,Rust-and-yellow Tanager,Thlypopsis_ruficeps,47.91666667,50.55555556
Thlypopsis sordida,Orange-headed Tanager,Thlypopsis_sordida,58.88888889,59.02777778
Thraupis abbas,Yellow-winged Tanager,Thraupis_abbas,57.36111111,55.27777778
Thraupis bonariensis,Blue-and-yellow Tanager,Thraupis_bonariensis,38.75,58.47222222
Thraupis cyanocephala,Blue-capped Tanager,Thraupis_cyanocephala,60.27777778,58.47222222
Thraupis cyanoptera,Azure-shouldered Tanager,Thraupis_cyanoptera,48.05555556,48.47222222
Thraupis episcopus,Blue-grey Tanager,Thraupis_episcopus,55.83333333,55.27777778
Thraupis glaucocolpa,Glaucous Tanager,Thraupis_glaucocolpa,50.83333333,48.88888889
Thraupis ornata,Golden-chevroned Tanager,Thraupis_ornata,60.27777778,58.88888889
Thraupis palmarum,Palm Tanager,Thraupis_palmarum,39.86111111,41.66666667
Thraupis sayaca,Sayaca Tanager,Thraupis_sayaca,52.36111111,50.69444444
Thripadectes flammulatus,Flammulated Treehunter,Thripadectes_flammulatus,39.86111111,42.22222222
Thripadectes holostictus,Striped Treehunter,Thripadectes_holostictus,40,40.55555556
Thripadectes ignobilis,Uniform Treehunter,Thripadectes_ignobilis,45.55555556,41.38888889
Thripadectes melanorhynchus,Black-billed Treehunter,Thripadectes_melanorhynchus,38.88888889,39.58333333
Thripadectes rufobrunneus,Streak-breasted Treehunter,Thripadectes_rufobrunneus,41.66666667,41.66666667
Thripadectes scrutator,Buff-throated Treehunter,Thripadectes_scrutator,40.69444444,40.83333333
Thripadectes virgaticeps,Streak-capped Treehunter,Thripadectes_virgaticeps,39.72222222,42.63888889
Thripophaga berlepschi,Russet-mantled Softtail,Thripophaga_berlepschi,47.22222222,45.55555556
Thripophaga cherriei,Orinoco Softtail,Thripophaga_cherriei,42.08333333,40.41666667
Thripophaga fusciceps,Plain Softtail,Thripophaga_fusciceps,42.22222222,42.77777778
Thripophaga macroura,Striated Softtail,Thripophaga_macroura,43.33333333,44.86111111
Thryomanes bewickii,Bewick's Wren,Thryomanes_bewickii,49.16666667,49.30555556
Thryorchilus browni,Timberline Wren,Thryorchilus_browni,43.75,43.47222222
Thryothorus atrogularis,Black-throated Wren,Thryothorus_atrogularis,55.27777778,53.33333333
Thryothorus coraya,Coraya Wren,Thryothorus_coraya,48.19444444,47.22222222
Thryothorus eisenmanni,Inca Wren,Thryothorus_eisenmanni,41.66666667,45.97222222
Thryothorus euophrys,Plain-tailed Wren,Thryothorus_euophrys,44.16666667,46.11111111
Thryothorus fasciatoventris,Black-bellied Wren,Thryothorus_fasciatoventris,45.83333333,45.55555556
Thryothorus felix,Happy Wren,Thryothorus_felix,46.52777778,45.97222222
Thryothorus genibarbis,Moustached Wren,Thryothorus_genibarbis,42.91666667,41.25
Thryothorus griseus,Grey Wren,Thryothorus_griseus,45,42.91666667
Thryothorus guarayanus,Fawn-breasted Wren,Thryothorus_guarayanus,39.44444444,37.5
Thryothorus leucopogon,Stripe-throated Wren,Thryothorus_leucopogon,41.80555556,41.38888889
Thryothorus leucotis,Buff-breasted Wren,Thryothorus_leucotis,43.47222222,42.22222222
Thryothorus longirostris,Long-billed Wren,Thryothorus_longirostris,42.77777778,40.69444444
Thryothorus ludovicianus,Carolina Wren,Thryothorus_ludovicianus,42.5,40.27777778
Thryothorus maculipectus,Spot-breasted Wren,Thryothorus_maculipectus,46.11111111,44.86111111
Thryothorus modestus,Plain Wren,Thryothorus_modestus,46.11111111,43.88888889
Thryothorus mystacalis,Whiskered Wren,Thryothorus_mystacalis,46.25,43.33333333
Thryothorus nicefori,Niceforo's Wren,Thryothorus_nicefori,45.27777778,48.05555556
Thryothorus nigricapillus,Bay Wren,Thryothorus_nigricapillus,56.80555556,55.69444444
Thryothorus pleurostictus,Banded Wren,Thryothorus_pleurostictus,51.52777778,49.02777778
Thryothorus rufalbus,Rufous-and-white Wren,Thryothorus_rufalbus,43.88888889,46.25
Thryothorus rutilus,Rufous-breasted Wren,Thryothorus_rutilus,44.86111111,45
Thryothorus sclateri,Speckle-breasted Wren,Thryothorus_sclateri,43.05555556,42.36111111
Thryothorus semibadius,Riverside Wren,Thryothorus_semibadius,44.72222222,44.86111111
Thryothorus sinaloa,Sinaloa Wren,Thryothorus_sinaloa,45.41666667,43.05555556
Thryothorus spadix,Sooty-headed Wren,Thryothorus_spadix,50.27777778,48.19444444
Thryothorus superciliaris,Superciliated Wren,Thryothorus_superciliaris,46.52777778,49.86111111
Thryothorus thoracicus,Stripe-breasted Wren,Thryothorus_thoracicus,46.94444444,47.77777778
Tiaris bicolor,Black-faced Grassquit,Tiaris_bicolor,40.27777778,62.36111111
Tiaris canorus,Cuban Grassquit,Tiaris_canorus,49.44444444,49.86111111
Tiaris fuliginosus,Sooty Grassquit,Tiaris_fuliginosus,43.88888889,55.41666667
Tiaris obscurus,Dull-coloured Grassquit,Tiaris_obscurus,42.08333333,42.22222222
Tiaris olivaceus,Yellow-faced Grassquit,Tiaris_olivaceus,37.77777778,50.27777778
Tichodroma muraria,Wallcreeper,Tichodroma_muraria,51.66666667,57.36111111
Tickellia hodgsoni,Broad-billed Warbler,Tickellia_hodgsoni,44.30555556,46.52777778
Tijuca atra,Black-and-gold Cotinga,Tijuca_atra,45.55555556,68.88888889
Tijuca condita,Grey-winged Cotinga,Tijuca_condita,43.33333333,42.36111111
Timalia pileata,Chestnut-capped Babbler,Timalia_pileata,47.22222222,47.22222222
Timeliopsis fulvigula,Olive Straightbill,Timeliopsis_fulvigula,42.91666667,42.08333333
Timeliopsis griseigula,Tawny Straightbill,Timeliopsis_griseigula,44.86111111,43.88888889
Tityra cayana,Black-tailed Tityra,Tityra_cayana,43.33333333,58.19444444
Tityra inquisitor,Black-crowned Tityra,Tityra_inquisitor,42.5,59.72222222
Tityra semifasciata,Masked Tityra,Tityra_semifasciata,39.86111111,57.22222222
Tmetothylacus tenellus,Golden Pipit,Tmetothylacus_tenellus,39.30555556,52.08333333
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,Todirostrum_chrysocrotaphum,50.69444444,49.44444444
Todirostrum cinereum,Common Tody-flycatcher,Todirostrum_cinereum,53.47222222,53.05555556
Todirostrum maculatum,Spotted Tody-flycatcher,Todirostrum_maculatum,45.69444444,46.80555556
Todirostrum nigriceps,Black-headed Tody-flycatcher,Todirostrum_nigriceps,55.13888889,55.69444444
Todirostrum pictum,Painted Tody-flycatcher,Todirostrum_pictum,56.66666667,56.38888889
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,Todirostrum_poliocephalum,51.38888889,52.77777778
Todirostrum viridanum,Maracaibo Tody-flycatcher,Todirostrum_viridanum,43.19444444,42.08333333
Tolmomyias assimilis,Yellow-margined Flycatcher,Tolmomyias_assimilis,44.72222222,43.61111111
Tolmomyias flaviventris,Yellow-breasted Flycatcher,Tolmomyias_flaviventris,51.94444444,51.80555556
Tolmomyias poliocephalus,Grey-crowned Flycatcher,Tolmomyias_poliocephalus,46.80555556,44.86111111
Tolmomyias sulphurescens,Yellow-olive Flycatcher,Tolmomyias_sulphurescens,40.55555556,43.19444444
Tolmomyias traylori,Orange-eyed Flycatcher,Tolmomyias_traylori,43.88888889,43.05555556
Torreornis inexpectata,Cuban Sparrow,Torreornis_inexpectata,43.88888889,41.52777778
Toxorhamphus iliolophus,Plumed Longbill,Toxorhamphus_iliolophus,42.63888889,39.30555556
Toxorhamphus novaeguineae,Green-crowned Longbill,Toxorhamphus_novaeguineae,45.13888889,39.72222222
Toxorhamphus poliopterus,Grey-winged Longbill,Toxorhamphus_poliopterus,46.66666667,49.30555556
Toxostoma bendirei,Bendire's Thrasher,Toxostoma_bendirei,41.94444444,41.38888889
Toxostoma cinereum,Grey Thrasher,Toxostoma_cinereum,39.58333333,41.80555556
Toxostoma crissale,Crissal Thrasher,Toxostoma_crissale,40,40.69444444
Toxostoma curvirostre,Curve-billed Thrasher,Toxostoma_curvirostre,40.55555556,43.47222222
Toxostoma guttatum,Cozumel Thrasher,Toxostoma_guttatum,47.5,45.27777778
Toxostoma lecontei,Le Conte's Thrasher,Toxostoma_lecontei,42.77777778,43.05555556
Toxostoma longirostre,Long-billed Thrasher,Toxostoma_longirostre,43.19444444,42.77777778
Toxostoma ocellatum,Ocellated Thrasher,Toxostoma_ocellatum,42.91666667,44.58333333
Toxostoma redivivum,California Thrasher,Toxostoma_redivivum,41.11111111,40
Toxostoma rufum,Brown Thrasher,Toxostoma_rufum,40.97222222,42.77777778
Tregellasia capito,Pale-yellow Robin,Tregellasia_capito,52.5,50.83333333
Tregellasia leucops,White-faced Robin,Tregellasia_leucops,57.36111111,54.72222222
Trichastoma bicolor,Ferruginous Babbler,Trichastoma_bicolor,47.22222222,45.97222222
Trichastoma buettikoferi,Sumatran Babbler,Trichastoma_buettikoferi,43.75,42.22222222
Trichastoma celebense,Sulawesi Babbler,Trichastoma_celebense,45.13888889,44.16666667
Trichastoma pyrrogenys,Temminck's Babbler,Trichastoma_pyrrogenys,43.19444444,42.22222222
