Scientific_name,English_name,TipLabel,Female_plumage_score,Male_plumage_score
Batis minor,Black-headed Batis,Batis_minor,46.52777778,50.69444444
Batis minulla,Angola Batis,Batis_minulla,51.38888889,59.02777778
Batis mixta,Short-tailed Batis,Batis_mixta,43.05555556,61.94444444
Batis molitor,Chinspot Batis,Batis_molitor,47.5,56.38888889
Batis orientalis,Grey-headed Batis,Batis_orientalis,51.25,53.33333333
Batis perkeo,Pygmy Batis,Batis_perkeo,43.05555556,52.5
Batis poensis,Fernando Po Batis,Batis_poensis,50.69444444,60.83333333
Batis pririt,Pririt Batis,Batis_pririt,44.44444444,54.16666667
Batis senegalensis,Senegal Batis,Batis_senegalensis,50.69444444,50.41666667
Batis soror,Pale Batis,Batis_soror,46.38888889,54.30555556
Berlepschia rikeri,Point-tailed Palmcreeper,Berlepschia_rikeri,48.61111111,51.52777778
Bernieria apperti,Appert's Tetraka,Bernieria_apperti,47.36111111,44.86111111
Bernieria cinereiceps,Grey-crowned Tetraka,Bernieria_cinereiceps,42.22222222,42.36111111
Bernieria madagascariensis,Common Tetraka,Bernieria_madagascariensis,38.88888889,39.86111111
Bernieria tenebrosa,Dusky Tetraka,Bernieria_tenebrosa,42.08333333,43.19444444
Bernieria zosterops,Spectacled Tetraka,Bernieria_zosterops,38.47222222,40.13888889
Bias musicus,Black-and-white Shrike-flycatcher,Bias_musicus,47.77777778,64.86111111
Biatas nigropectus,White-bearded Antshrike,Biatas_nigropectus,45,60.97222222
Bleda canicapillus,Grey-headed Bristlebill,Bleda_canicapillus,47.5,44.86111111
Bleda eximius,Green-tailed Bristlebill,Bleda_eximius,45.83333333,42.77777778
Bleda notatus,Lesser Bristlebill,Bleda_notatus,44.58333333,45
Bleda syndactylus,Common Bristlebill,Bleda_syndactylus,45.69444444,43.88888889
Bombycilla cedrorum,Cedar Waxwing,Bombycilla_cedrorum,45.69444444,48.75
Bombycilla garrulus,Bohemian Waxwing,Bombycilla_garrulus,48.47222222,45.27777778
Bombycilla japonica,Japanese Waxwing,Bombycilla_japonica,42.08333333,44.44444444
Bowdleria punctata,New Zealand Fernbird,Bowdleria_punctata,44.72222222,43.33333333
Brachycope anomala,Bob-tailed Weaver,Brachycope_anomala,37.22222222,63.33333333
Brachypteryx hyperythra,Rusty-bellied Shortwing,Brachypteryx_hyperythra,42.77777778,60.41666667
Brachypteryx leucophrys,Lesser Shortwing,Brachypteryx_leucophrys,46.11111111,46.11111111
Brachypteryx montana,White-browed Shortwing,Brachypteryx_montana,49.02777778,50
Brachypteryx stellata,Gould's Shortwing,Brachypteryx_stellata,48.61111111,47.63888889
Bradornis infuscatus,Chat Flycatcher,Bradornis_infuscatus,39.02777778,41.80555556
Bradornis mariquensis,Marico Flycatcher,Bradornis_mariquensis,45.41666667,50
Bradornis microrhynchus,African Grey Flycatcher,Bradornis_microrhynchus,41.80555556,43.61111111
Bradornis pallidus,Pale Flycatcher,Bradornis_pallidus,40.69444444,34.02777778
Bradypterus accentor,Friendly Bush-warbler,Bradypterus_accentor,42.91666667,43.19444444
Bradypterus alfredi,Bamboo Warbler,Bradypterus_alfredi,45,45.27777778
Bradypterus alishanensis,Taiwan Bush-warbler,Bradypterus_alishanensis,41.52777778,39.86111111
Bradypterus baboecala,African Bush-warbler,Bradypterus_baboecala,41.25,42.77777778
Bradypterus bangwaensis,Bangwa Forest Warbler,Bradypterus_bangwaensis,42.91666667,41.38888889
Bradypterus barratti,African Scrub-warbler,Bradypterus_barratti,43.33333333,42.63888889
Bradypterus carpalis,White-winged Scrub-warbler,Bradypterus_carpalis,47.5,46.25
Bradypterus castaneus,Chestnut-backed Bush-warbler,Bradypterus_castaneus,43.47222222,40.83333333
Bradypterus caudatus,Long-tailed Bush-warbler,Bradypterus_caudatus,44.86111111,45.97222222
Bradypterus cinnamomeus,Bracken Warbler,Bradypterus_cinnamomeus,41.52777778,40
Bradypterus davidi,David's Bush-warbler,Bradypterus_davidi,42.08333333,41.94444444
Bradypterus grandis,Dja River Warbler,Bradypterus_grandis,41.25,40.41666667
Bradypterus graueri,Grauer's Swamp-warbler,Bradypterus_graueri,43.33333333,47.5
Bradypterus lopezi,Cameroon Scrub-warbler,Bradypterus_lopezi,41.80555556,40
Bradypterus luteoventris,Brown Bush-warbler,Bradypterus_luteoventris,41.80555556,40.55555556
Bradypterus major,Long-billed Bush-warbler,Bradypterus_major,45.27777778,40.41666667
Bradypterus mandelli,Russet Bush-warbler,Bradypterus_mandelli,41.25,41.94444444
Bradypterus montis,Javan Bush-warbler,Bradypterus_montis,44.86111111,43.61111111
Bradypterus palliseri,Sri Lanka Bush-warbler,Bradypterus_palliseri,39.44444444,37.77777778
Bradypterus seebohmi,Benguet Bush-warbler,Bradypterus_seebohmi,42.36111111,40.13888889
Bradypterus sylvaticus,Knysna Warbler,Bradypterus_sylvaticus,41.25,42.91666667
Bradypterus tacsanowskius,Chinese Bush-warbler,Bradypterus_tacsanowskius,40.27777778,40.83333333
Bradypterus thoracicus,Spotted Bush-warbler,Bradypterus_thoracicus,42.5,45.13888889
Bradypterus timorensis,Timor Bush-warbler,Bradypterus_timorensis,46.11111111,40.13888889
Bradypterus victorini,Victorin's Scrub-warbler,Bradypterus_victorini,38.33333333,39.02777778
Bubalornis albirostris,White-billed Buffalo-weaver,Bubalornis_albirostris,63.88888889,63.33333333
Bubalornis niger,Red-billed Buffalo-weaver,Bubalornis_niger,54.72222222,68.33333333
Bucanetes githagineus,Trumpeter Finch,Bucanetes_githagineus,40.41666667,44.16666667
Buettikoferella bivittata,Buff-banded Grassbird,Buettikoferella_bivittata,42.36111111,41.94444444
Buphagus africanus,Yellow-billed Oxpecker,Buphagus_africanus,44.72222222,43.75
Buphagus erythrorhynchus,Red-billed Oxpecker,Buphagus_erythrorhynchus,40.41666667,41.38888889
Buthraupis aureodorsalis,Golden-backed Mountain-tanager,Buthraupis_aureodorsalis,56.80555556,58.33333333
Buthraupis eximia,Black-chested Mountain-tanager,Buthraupis_eximia,62.22222222,63.61111111
Buthraupis montana,Hooded Mountain-tanager,Buthraupis_montana,52.63888889,51.25
Buthraupis wetmorei,Masked Mountain-tanager,Buthraupis_wetmorei,50.41666667,50.97222222
Cacicus cela,Yellow-rumped Cacique,Cacicus_cela,67.08333333,67.22222222
Cacicus chrysonotus,Mountain Cacique,Cacicus_chrysonotus,65.83333333,64.02777778
Cacicus chrysopterus,Golden-winged Cacique,Cacicus_chrysopterus,64.44444444,64.44444444
Cacicus haemorrhous,Red-rumped Cacique,Cacicus_haemorrhous,66.94444444,66.80555556
Cacicus koepckeae,Selva Cacique,Cacicus_koepckeae,62.63888889,61.80555556
Cacicus leucoramphus,Northern Mountain Cacique,Cacicus_leucoramphus,64.72222222,64.02777778
Cacicus melanicterus,Yellow-winged Cacique,Cacicus_melanicterus,56.66666667,62.77777778
Cacicus sclateri,Ecuadorian Cacique,Cacicus_sclateri,62.36111111,59.86111111
Cacicus solitarius,Solitary Black Cacique,Cacicus_solitarius,65,63.61111111
Cacicus uropygialis,Scarlet-rumped Cacique,Cacicus_uropygialis,66.38888889,65.41666667
Calamanthus campestris,Rufous Fieldwren,Calamanthus_campestris,43.05555556,42.91666667
Calamanthus fuliginosus,Striated Fieldwren,Calamanthus_fuliginosus,39.58333333,40.27777778
Calamospiza melanocorys,Lark Bunting,Calamospiza_melanocorys,45.13888889,63.47222222
Calandrella acutirostris,Hume's Lark,Calandrella_acutirostris,41.80555556,44.16666667
Calandrella brachydactyla,Greater Short-toed Lark,Calandrella_brachydactyla,46.66666667,44.16666667
Calandrella cinerea,Red-capped Lark,Calandrella_cinerea,50.55555556,49.58333333
Calandrella raytal,Indian Short-toed Lark,Calandrella_raytal,48.05555556,47.5
Calandrella rufescens,Lesser Short-toed Lark,Calandrella_rufescens,44.30555556,44.02777778
Calandrella somalica,Rufous Short-toed Lark,Calandrella_somalica,48.88888889,46.94444444
Calcarius lapponicus,Lapland Longspur,Calcarius_lapponicus,42.5,60.97222222
Calcarius mccownii,McCown's Longspur,Calcarius_mccownii,40.83333333,53.47222222
Calcarius ornatus,Chestnut-collared Longspur,Calcarius_ornatus,43.05555556,55.41666667
Calcarius pictus,Smith's Longspur,Calcarius_pictus,38.88888889,47.36111111
Calicalicus madagascariensis,Red-tailed Vanga,Calicalicus_madagascariensis,42.63888889,57.22222222
Calicalicus rufocarpalis,Red-shouldered Vanga,Calicalicus_rufocarpalis,45.13888889,53.88888889
Callacanthis burtoni,Spectacled Finch,Callacanthis_burtoni,39.86111111,48.75
Callaeas cinereus,Kokako,Callaeas_cinereus,56.11111111,55.13888889
Calochaetes coccineus,Vermilion Tanager,Calochaetes_coccineus,62.91666667,60.83333333
Calocitta colliei,Black-throated Magpie-jay,Calocitta_colliei,58.05555556,61.11111111
Calocitta formosa,White-throated Magpie-jay,Calocitta_formosa,53.88888889,59.44444444
Calyptocichla serina,Golden Greenbul,Calyptocichla_serina,43.88888889,44.02777778
Calyptomena hosii,Hose's Broadbill,Calyptomena_hosii,49.02777778,57.77777778
Calyptomena viridis,Asian Green Broadbill,Calyptomena_viridis,46.25,51.25
Calyptomena whiteheadi,Whitehead's Broadbill,Calyptomena_whiteheadi,51.80555556,50.97222222
Calyptophilus frugivorus,Chat Tanager,Calyptophilus_frugivorus,53.47222222,50.69444444
Calyptophilus tertius,Western Chat-Tanager,Calyptophilus_tertius,54.72222222,54.86111111
Calyptura cristata,Kinglet Calyptura,Calyptura_cristata,56.94444444,61.38888889
Camarhynchus heliobates,Mangrove Finch,Camarhynchus_heliobates,44.58333333,55.83333333
Camarhynchus pallidus,Woodpecker Finch,Camarhynchus_pallidus,38.05555556,41.25
Camarhynchus parvulus,Small Tree-finch,Camarhynchus_parvulus,43.19444444,50.83333333
Camarhynchus pauper,Medium Tree-finch,Camarhynchus_pauper,44.86111111,58.88888889
Camarhynchus psittacula,Large Tree-finch,Camarhynchus_psittacula,42.63888889,55.97222222
Camaroptera brachyura,Green-backed Camaroptera,Camaroptera_brachyura,50.27777778,46.38888889
Camaroptera chloronota,Olive-green Camaroptera,Camaroptera_chloronota,44.16666667,43.33333333
Camaroptera fasciolata,Barred Wren-warbler,Camaroptera_fasciolata,46.94444444,43.88888889
Camaroptera simplex,Grey Wren-warbler,Camaroptera_simplex,46.94444444,46.52777778
Camaroptera superciliaris,Yellow-browed Camaroptera,Camaroptera_superciliaris,45.69444444,45
Camaroptera undosa,Miombo Wren-warbler,Camaroptera_undosa,47.08333333,45.55555556
Campephaga flava,Black Cuckooshrike,Campephaga_flava,44.44444444,59.30555556
Campephaga lobata,Western Wattled Cuckooshrike,Campephaga_lobata,45.41666667,51.66666667
Campephaga oriolina,Eastern Wattled Cuckooshrike,Campephaga_oriolina,50.97222222,58.88888889
Campephaga petiti,Petit's Cuckooshrike,Campephaga_petiti,40.97222222,61.66666667
Campephaga phoenicea,Red-shouldered Cuckooshrike,Campephaga_phoenicea,39.58333333,52.08333333
Campephaga quiscalina,Purple-throated Cuckooshrike,Campephaga_quiscalina,51.25,61.66666667
Campochaera sloetii,Golden Cuckooshrike,Campochaera_sloetii,43.75,55.13888889
Camptostoma imberbe,Northern Beardless-tyrannulet,Camptostoma_imberbe,47.91666667,50.41666667
Camptostoma obsoletum,Southern Beardless-tyrannulet,Camptostoma_obsoletum,41.25,40.97222222
Campylorhamphus falcularius,Black-billed Scythebill,Campylorhamphus_falcularius,42.91666667,41.25
Campylorhamphus procurvoides,Curve-billed Scythebill,Campylorhamphus_procurvoides,44.02777778,44.30555556
Campylorhamphus pucherani,Greater Scythebill,Campylorhamphus_pucherani,44.16666667,42.36111111
Campylorhamphus pusillus,Brown-billed Scythebill,Campylorhamphus_pusillus,40,38.75
Campylorhamphus trochilirostris,Red-billed Scythebill,Campylorhamphus_trochilirostris,44.72222222,44.58333333
Campylorhynchus albobrunneus,White-headed Wren,Campylorhynchus_albobrunneus,56.80555556,54.44444444
Campylorhynchus brunneicapillus,Cactus Wren,Campylorhynchus_brunneicapillus,47.77777778,50.13888889
Campylorhynchus chiapensis,Giant Wren,Campylorhynchus_chiapensis,53.88888889,54.30555556
Campylorhynchus fasciatus,Fasciated Wren,Campylorhynchus_fasciatus,45.13888889,46.11111111
Campylorhynchus griseus,Bicoloured Wren,Campylorhynchus_griseus,49.58333333,43.47222222
Campylorhynchus gularis,Spotted Wren,Campylorhynchus_gularis,46.38888889,46.80555556
Campylorhynchus jocosus,Boucard's Wren,Campylorhynchus_jocosus,50.13888889,45.27777778
Campylorhynchus megalopterus,Grey-barred Wren,Campylorhynchus_megalopterus,44.58333333,49.16666667
Campylorhynchus nuchalis,Stripe-backed Wren,Campylorhynchus_nuchalis,45.13888889,44.02777778
Campylorhynchus rufinucha,Rufous-naped Wren,Campylorhynchus_rufinucha,55,52.22222222
Campylorhynchus turdinus,Thrush-like Wren,Campylorhynchus_turdinus,47.22222222,46.80555556
Campylorhynchus yucatanicus,Yucatan Wren,Campylorhynchus_yucatanicus,47.77777778,50
Campylorhynchus zonatus,Band-backed Wren,Campylorhynchus_zonatus,47.22222222,49.58333333
Capsiempis flaveola,Yellow Tyrannulet,Capsiempis_flaveola,42.63888889,38.88888889
Cardellina rubrifrons,Red-faced Warbler,Cardellina_rubrifrons,65.97222222,63.47222222
Cardinalis cardinalis,Northern Cardinal,Cardinalis_cardinalis,44.72222222,67.63888889
Cardinalis phoeniceus,Vermilion Cardinal,Cardinalis_phoeniceus,47.22222222,71.52777778
Cardinalis sinuatus,Pyrrhuloxia,Cardinalis_sinuatus,38.33333333,55.41666667
Carduelis ambigua,Black-headed Greenfinch,Carduelis_ambigua,41.11111111,48.75
Carduelis atrata,Black Siskin,Carduelis_atrata,62.22222222,62.22222222
Carduelis atriceps,Black-capped Siskin,Carduelis_atriceps,44.02777778,48.61111111
Carduelis barbata,Black-chinned Siskin,Carduelis_barbata,39.30555556,49.16666667
Carduelis cannabina,Eurasian Linnet,Carduelis_cannabina,48.33333333,45.83333333
Carduelis carduelis,European Goldfinch,Carduelis_carduelis,58.19444444,55.69444444
Carduelis chloris,European Greenfinch,Carduelis_chloris,40,38.33333333
Carduelis citrinella,Alpine Citril Finch,Carduelis_citrinella,40.83333333,44.16666667
Carduelis corsicana,Mediterranean Citril Finch,Carduelis_corsicana,42.77777778,48.33333333
Carduelis crassirostris,Thick-billed Siskin,Carduelis_crassirostris,40.83333333,54.58333333
Carduelis cucullata,Red Siskin,Carduelis_cucullata,48.61111111,63.05555556
Carduelis dominicensis,Antillean Siskin,Carduelis_dominicensis,41.11111111,54.02777778
Carduelis flammea,Common Redpoll,Carduelis_flammea,49.58333333,56.66666667
Carduelis flavirostris,Twite,Carduelis_flavirostris,45.69444444,45.69444444
Carduelis hornemanni,Hoary Redpoll,Carduelis_hornemanni,55.97222222,50
Carduelis johannis,Warsangli Linnet,Carduelis_johannis,51.11111111,52.91666667
Carduelis lawrencei,Lawrence's Goldfinch,Carduelis_lawrencei,42.5,51.52777778
Carduelis magellanica,Hooded Siskin,Carduelis_magellanica,37.77777778,58.47222222
Carduelis monguilloti,Vietnam Greenfinch,Carduelis_monguilloti,45.13888889,50.13888889
Carduelis notata,Black-headed Siskin,Carduelis_notata,55.41666667,58.47222222
Carduelis olivacea,Olivaceous Siskin,Carduelis_olivacea,39.30555556,48.88888889
Carduelis pinus,Pine Siskin,Carduelis_pinus,43.47222222,43.75
Carduelis psaltria,Lesser Goldfinch,Carduelis_psaltria,36.11111111,52.63888889
Carduelis siemiradzkii,Saffron Siskin,Carduelis_siemiradzkii,40.27777778,54.72222222
Carduelis sinica,Grey-capped Greenfinch,Carduelis_sinica,40.69444444,40.83333333
Carduelis spinescens,Andean Siskin,Carduelis_spinescens,40.97222222,46.25
Carduelis spinoides,Yellow-breasted Greenfinch,Carduelis_spinoides,42.08333333,49.02777778
Carduelis spinus,Eurasian Siskin,Carduelis_spinus,40.83333333,51.94444444
Carduelis tristis,American Goldfinch,Carduelis_tristis,35.13888889,53.05555556
Carduelis uropygialis,Yellow-rumped Siskin,Carduelis_uropygialis,57.77777778,59.44444444
Carduelis xanthogastra,Yellow-bellied Siskin,Carduelis_xanthogastra,40,64.44444444
Carduelis yarrellii,Yellow-faced Siskin,Carduelis_yarrellii,41.25,52.08333333
Carduelis yemenensis,Yemen Linnet,Carduelis_yemenensis,44.86111111,45
Carpodacus cassinii,Cassin's Finch,Carpodacus_cassinii,39.86111111,58.75
Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus_edwardsii,38.88888889,46.52777778
Carpodacus eos,Pink-rumped Rosefinch,Carpodacus_eos,38.61111111,54.44444444
Carpodacus erythrinus,Common Rosefinch,Carpodacus_erythrinus,40.83333333,64.72222222
Carpodacus mexicanus,House Finch,Carpodacus_mexicanus,40.13888889,57.5
Carpodacus nipalensis,Dark-breasted Rosefinch,Carpodacus_nipalensis,39.44444444,50.55555556
Carpodacus pulcherrimus,Beautiful Rosefinch,Carpodacus_pulcherrimus,40.69444444,52.22222222
Carpodacus puniceus,Red-fronted Rosefinch,Carpodacus_puniceus,40.27777778,64.72222222
Carpodacus purpureus,Purple Finch,Carpodacus_purpureus,40.13888889,63.47222222
Carpodacus rhodochlamys,Red-mantled Rosefinch,Carpodacus_rhodochlamys,41.38888889,53.88888889
Carpodacus roborowskii,Tibetan Rosefinch,Carpodacus_roborowskii,39.44444444,54.58333333
Carpodacus rodochroa,Pink-browed Rosefinch,Carpodacus_rodochroa,40.55555556,54.72222222
Carpodacus rodopeplus,Spot-winged Rosefinch,Carpodacus_rodopeplus,38.47222222,55.27777778
Carpodacus roseus,Pallas's Rosefinch,Carpodacus_roseus,41.80555556,51.52777778
Carpodacus rubescens,Crimson Rosefinch,Carpodacus_rubescens,41.25,61.38888889
Carpodacus rubicilla,Great Rosefinch,Carpodacus_rubicilla,40,61.25
Carpodacus rubicilloides,Streaked Rosefinch,Carpodacus_rubicilloides,39.72222222,57.5
Carpodacus synoicus,Pale Rosefinch,Carpodacus_synoicus,37.08333333,54.86111111
Carpodacus thura,White-browed Rosefinch,Carpodacus_thura,37.36111111,46.25
Carpodacus trifasciatus,Three-banded Rosefinch,Carpodacus_trifasciatus,36.25,59.30555556
Carpodacus vinaceus,Vinaceous Rosefinch,Carpodacus_vinaceus,40.13888889,56.80555556
Carpodectes antoniae,Yellow-billed Cotinga,Carpodectes_antoniae,46.94444444,49.16666667
Carpodectes hopkei,Black-tipped Cotinga,Carpodectes_hopkei,44.16666667,54.86111111
Carpodectes nitidus,Snowy Cotinga,Carpodectes_nitidus,46.38888889,52.77777778
Carpornis cucullata,Hooded Berryeater,Carpornis_cucullata,57.08333333,62.08333333
Carpornis melanocephala,Black-headed Berryeater,Carpornis_melanocephala,59.44444444,58.33333333
Caryothraustes canadensis,Yellow-green Grosbeak,Caryothraustes_canadensis,49.16666667,48.47222222
Caryothraustes poliogaster,Black-faced Grosbeak,Caryothraustes_poliogaster,53.19444444,48.05555556
Casiornis fuscus,Ash-throated Casiornis,Casiornis_fuscus,47.5,47.91666667
Casiornis rufus,Rufous Casiornis,Casiornis_rufus,48.47222222,45.13888889
Catamblyrhynchus diadema,Plushcap,Catamblyrhynchus_diadema,54.44444444,53.61111111
Catamenia analis,Band-tailed Seedeater,Catamenia_analis,42.36111111,55.13888889
Catamenia homochroa,Paramo Seedeater,Catamenia_homochroa,50.27777778,60.41666667
Catamenia inornata,Plain-coloured Seedeater,Catamenia_inornata,36.52777778,50.97222222
Cataponera turdoides,Sulawesi Thrush,Cataponera_turdoides,41.11111111,41.80555556
Catharopeza bishopi,Whistling Warbler,Catharopeza_bishopi,55.69444444,54.02777778
Catharus aurantiirostris,Orange-billed Nightingale-thrush,Catharus_aurantiirostris,46.38888889,44.72222222
Catharus bicknelli,Bicknell's Thrush,Catharus_bicknelli,38.88888889,42.36111111
Catharus dryas,Spotted Nightingale-thrush,Catharus_dryas,46.66666667,51.11111111
Catharus frantzii,Ruddy-capped Nightingale-thrush,Catharus_frantzii,40.83333333,40.13888889
Catharus fuscater,Slaty-backed Nightingale-thrush,Catharus_fuscater,48.05555556,48.05555556
Catharus fuscescens,Veery,Catharus_fuscescens,41.94444444,41.11111111
Catharus gracilirostris,Black-billed Nightingale-thrush,Catharus_gracilirostris,44.02777778,41.25
Catharus guttatus,Hermit Thrush,Catharus_guttatus,43.88888889,43.88888889
Catharus mexicanus,Black-headed Nightingale-thrush,Catharus_mexicanus,42.36111111,47.63888889
Catharus minimus,Grey-cheeked Thrush,Catharus_minimus,43.61111111,41.38888889
Catharus occidentalis,Russet Nightingale-thrush,Catharus_occidentalis,40.83333333,39.02777778
Catharus ustulatus,Swainson's Thrush,Catharus_ustulatus,39.58333333,39.02777778
Catherpes mexicanus,Canyon Wren,Catherpes_mexicanus,45.97222222,43.61111111
Cephalopterus glabricollis,Bare-necked Umbrellabird,Cephalopterus_glabricollis,63.88888889,66.66666667
Cephalopterus ornatus,Amazonian Umbrellabird,Cephalopterus_ornatus,66.94444444,64.72222222
Cephalopterus penduliger,Long-wattled Umbrellabird,Cephalopterus_penduliger,63.61111111,66.94444444
Cephalopyrus flammiceps,Fire-capped Tit,Cephalopyrus_flammiceps,49.16666667,55.69444444
Cercomacra brasiliana,Rio de Janeiro Antbird,Cercomacra_brasiliana,39.58333333,47.5
Cercomacra carbonaria,Rio Branco Antbird,Cercomacra_carbonaria,45,68.05555556
Cercomacra cinerascens,Grey Antbird,Cercomacra_cinerascens,38.33333333,47.08333333
Cercomacra ferdinandi,Bananal Antbird,Cercomacra_ferdinandi,49.72222222,70.13888889
Cercomacra laeta,Laeta Antbird,Cercomacra_laeta,39.58333333,47.77777778
Cercomacra manu,Manu Antbird,Cercomacra_manu,44.02777778,70.69444444
Cercomacra melanaria,Mato Grosso Antbird,Cercomacra_melanaria,42.08333333,64.02777778
Cercomacra nigrescens,Blackish Antbird,Cercomacra_nigrescens,40.69444444,52.36111111
Cercomacra nigricans,Jet Antbird,Cercomacra_nigricans,49.16666667,66.52777778
Cercomacra parkeri,Parker's Antbird,Cercomacra_parkeri,38.47222222,46.38888889
Cercomacra serva,Black Antbird,Cercomacra_serva,42.08333333,55.55555556
Cercomacra tyrannina,Dusky Antbird,Cercomacra_tyrannina,38.47222222,43.61111111
Cercomela dubia,Sombre Chat,Cercomela_dubia,46.80555556,45.83333333
Cercomela familiaris,Familiar Chat,Cercomela_familiaris,41.11111111,40.13888889
Cercomela fusca,Indian Chat,Cercomela_fusca,44.16666667,42.5
Cercomela melanura,Blackstart,Cercomela_melanura,47.36111111,44.44444444
Cercomela schlegelii,Karoo Chat,Cercomela_schlegelii,49.30555556,48.75
Cercomela scotocerca,Brown-tailed Chat,Cercomela_scotocerca,38.61111111,41.80555556
Cercomela sinuata,Sicklewing Chat,Cercomela_sinuata,42.91666667,42.22222222
Cercomela sordida,Moorland Chat,Cercomela_sordida,40,40.27777778
Cercomela tractrac,Tractrac Chat,Cercomela_tractrac,45,44.58333333
Cercotrichas podobe,Black Scrub-robin,Cercotrichas_podobe,57.91666667,57.36111111
Certhia americana,American Treecreeper,Certhia_americana,46.11111111,44.30555556
Certhia brachydactyla,Short-toed Treecreeper,Certhia_brachydactyla,44.58333333,47.22222222
Certhia discolor,Brown-throated Treecreeper,Certhia_discolor,42.77777778,40
Certhia familiaris,Eurasian Treecreeper,Certhia_familiaris,44.44444444,46.66666667
Certhia himalayana,Bar-tailed Treecreeper,Certhia_himalayana,43.05555556,44.02777778
Certhia hodgsoni,Hodgson's Treecreeper,Certhia_hodgsoni,45,45
Certhia manipurensis,Manipur Treecreeper,Certhia_manipurensis,38.75,39.58333333
Certhia nipalensis,Rusty-flanked Treecreeper,Certhia_nipalensis,42.22222222,44.44444444
Certhia tianquanensis,Sichuan Treecreeper,Certhia_tianquanensis,41.11111111,41.80555556
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,Certhiaxis_cinnamomeus,43.47222222,42.36111111
Certhiaxis mustelinus,Red-and-white Spinetail,Certhiaxis_mustelinus,46.52777778,48.61111111
Certhidea olivacea,Warbler Finch,Certhidea_olivacea,38.19444444,38.47222222
Certhilauda albescens,Karoo Lark,Certhilauda_albescens,46.80555556,48.88888889
Certhilauda barlowi,Barlow's Lark,Certhilauda_barlowi,46.52777778,44.30555556
Certhilauda burra,Red Lark,Certhilauda_burra,45.69444444,43.05555556
Certhilauda chuana,Short-clawed Lark,Certhilauda_chuana,41.25,42.36111111
Certhilauda curvirostris,Cape Long-billed Lark,Certhilauda_curvirostris,46.52777778,48.75
Certhilauda erythrochlamys,Dune Lark,Certhilauda_erythrochlamys,45.13888889,44.72222222
Certhilauda semitorquata,Eastern Long-billed Lark,Certhilauda_semitorquata,40.41666667,41.38888889
Certhilauda subcoronata,Karoo Long-billed Lark,Certhilauda_subcoronata,42.77777778,41.38888889
Certhionyx niger,Black Honeyeater,Certhionyx_niger,42.08333333,58.33333333
Certhionyx pectoralis,Banded Honeyeater,Certhionyx_pectoralis,54.72222222,57.91666667
Certhionyx variegatus,Pied Honeyeater,Certhionyx_variegatus,42.63888889,61.38888889
Cettia acanthizoides,Yellowish-bellied Bush-warbler,Cettia_acanthizoides,43.05555556,41.38888889
Cettia annae,Palau Bush-warbler,Cettia_annae,37.91666667,36.38888889
Cettia brunnifrons,Grey-sided Bush-warbler,Cettia_brunnifrons,43.19444444,46.11111111
Cettia carolinae,Tanimbar Bush-warbler,Cettia_carolinae,43.88888889,45.27777778
Cettia cetti,Cetti's Warbler,Cettia_cetti,41.38888889,43.75
Cettia diphone,Japanese Bush-warbler,Cettia_diphone,44.16666667,41.66666667
Cettia flavolivacea,Aberrant Bush-warbler,Cettia_flavolivacea,41.80555556,40
Cettia fortipes,Brownish-flanked Bush-warbler,Cettia_fortipes,42.5,40.55555556
Cettia haddeni,Bougainville Bush-warbler,Cettia_haddeni,45.97222222,43.19444444
Cettia major,Chestnut-crowned Bush-warbler,Cettia_major,45.55555556,43.19444444
Cettia pallidipes,Pale-footed Bush-warbler,Cettia_pallidipes,43.61111111,44.02777778
Cettia parens,Shade Warbler,Cettia_parens,41.66666667,41.11111111
Cettia ruficapilla,Fiji Bush-warbler,Cettia_ruficapilla,46.52777778,47.5
Cettia seebohmi,Philippine Bush-warbler,Cettia_seebohmi,40.83333333,45.27777778
Cettia vulcania,Sunda Bush-warbler,Cettia_vulcania,38.75,41.52777778
Chaetops aurantius,Drakensberg Rockjumper,Chaetops_aurantius,53.61111111,54.72222222
Chaetops frenatus,Cape Rock-jumper,Chaetops_frenatus,36.80555556,53.47222222
Chaetorhynchus papuensis,Pygmy Drongo,Chaetorhynchus_papuensis,63.05555556,63.61111111
Chaetornis striata,Bristled Grassbird,Chaetornis_striata,47.08333333,42.91666667
Chaimarrornis leucocephalus,White-capped Water-redstart,Chaimarrornis_leucocephalus,64.44444444,62.08333333
Chamaea fasciata,Wrentit,Chamaea_fasciata,43.61111111,42.5
Chamaeza campanisona,Short-tailed Antthrush,Chamaeza_campanisona,46.11111111,47.63888889
Chamaeza meruloides,Such's Antthrush,Chamaeza_meruloides,45.97222222,44.30555556
Chamaeza mollissima,Barred Antthrush,Chamaeza_mollissima,48.47222222,46.94444444
Chamaeza nobilis,Striated Antthrush,Chamaeza_nobilis,45.83333333,48.33333333
Chamaeza ruficauda,Rufous-tailed Antthrush,Chamaeza_ruficauda,47.91666667,45.55555556
Chamaeza turdina,Schwartz's Antthrush,Chamaeza_turdina,47.36111111,44.86111111
Charitospiza eucosma,Coal-crested Finch,Charitospiza_eucosma,40.41666667,62.5
Chasiempis sandwichensis,Elepaio,Chasiempis_sandwichensis,44.30555556,46.25
Chelidorhynx hypoxantha,Yellow-bellied Fantail,Chelidorhynx_hypoxantha,48.47222222,45.69444444
